Title,Author,Genre, Time,Popularity
Maintain nearly happen necessary.,Melissa Holloway,Country,137,31
Quickly local fund.,Autumn Robinson,Hip-Hop,225,46
Area because citizen.,Nancy Clark,Hip-Hop,165,29
Car quality.,Mary Hamilton,Hip-Hop,293,12
Him shake will.,Judith Jackson,Jazz,215,82
Ball act.,Scott Murray,Country,219,97
Others type.,Lisa Reynolds,Classical,198,83
Century chance anything.,John Boyd,Jazz,141,14
Keep under lawyer.,Connor Mitchell,Reggae,194,55
Seven perform west.,John Valencia,Jazz,155,15
Team western a.,Brenda Herman,Country,238,92
Stage suggest.,Anthony Rich,Blues,237,38
Back organization human.,Stephanie Kline,Country,150,46
Join American surface.,Larry Vaughan,Country,212,66
Fill population.,Jennifer Oliver,Jazz,121,82
Teach development.,Elizabeth Webster,Hip-Hop,192,91
Business enter.,Stacey Rodriguez,Blues,133,57
Table decade effort.,Ryan Wilson,Electronic,128,87
Born political walk.,Michael Moore,Hip-Hop,178,10
Very collection.,Carl Davis,Hip-Hop,142,58
Direction amount.,Sheryl Bowman,Blues,198,12
Part upon place.,Joel Beasley,Hip-Hop,136,75
Break recognize avoid do.,Meghan Hernandez,Country,299,61
Hard seem where.,Regina Brown,Country,286,44
Capital someone.,Andrew Ball,Reggae,153,90
Later discover.,Megan Harrell,Blues,210,4
Glass several.,Elizabeth Barton,Electronic,207,48
Especially.,Amy Velez,Blues,216,80
Community partner war.,Nicole Watkins,Pop,149,96
Sound way ten student.,Leslie Salazar,Classical,226,65
Interview sit can.,Paul Alexander,Country,139,45
Support.,Eric Cook,Classical,239,67
Four realize throughout.,Mario Nguyen,Jazz,193,47
National outside other.,Dr. George Ellison,Blues,207,28
Actually medical power.,Paul Burch,Pop,294,72
Garden often safe.,David Meyer,Blues,172,1
Mean skill.,Rebekah Krause,Blues,137,100
Such present rock.,Brian Walters,Blues,288,50
Again item.,Joshua Hicks,Rock,192,27
Surface cold defense.,Richard Rich,Blues,248,78
Fire question skin then.,Laura Rivera,Rock,256,36
Serious spring join.,Kiara Freeman,Rock,148,34
Contain source.,Nicholas Brewer,Rock,243,30
Sometimes he.,Melissa Armstrong MD,Country,257,100
Artist.,Kimberly Moore,Reggae,277,12
Scene process.,Regina Lewis,R&B,266,31
Tax space they.,Mr. Luis Wyatt,Hip-Hop,279,28
Interview final.,Joseph Figueroa,Jazz,124,50
Until occur.,Jennifer Cantrell,Pop,127,23
Score when.,Gary Fernandez,R&B,297,62
Staff usually summer over.,Brooke Moore,R&B,264,84
Study model song.,Samantha Williams,Electronic,285,6
Suggest ok reflect dog.,Derrick Green,Jazz,272,93
Subject.,Michael Camacho MD,Pop,283,22
Item pay join.,Jennifer Hall,Blues,218,64
Base.,Daniel Chen,Pop,295,25
East vote white.,Micheal Griffin,Blues,154,15
Exist real.,Desiree Silva,Blues,138,68
Partner movie local main.,Andrea Miller,R&B,151,0
Hope stay candidate.,David Butler,Country,232,5
Time live fact community.,Jared Hood,Classical,195,92
Performance yard sell.,Calvin Flores,Rock,241,24
Evening establish.,Andrew Wright,Rock,260,17
Start career.,Joseph Newton Jr.,Blues,187,74
Ability art.,Deborah Colon,Electronic,251,54
Agency lose.,Rachael Fleming,Hip-Hop,285,28
Name red explain.,Rebecca Frank,R&B,154,42
Success because.,Wayne Fritz,Pop,216,82
Always fast product.,Claudia Ross,Reggae,239,66
Leave magazine.,Laura Small,Rock,232,47
Always she total.,Terry Lawson,Pop,196,34
Not think blue.,Eric Ramirez,Classical,178,71
Art spend.,Steven Peterson,Electronic,211,54
Call college interesting.,Rachel Fields MD,Reggae,170,28
Institution month else.,Erin Watts,Electronic,206,48
Democrat pass without.,Steven Watkins,R&B,269,44
Candidate.,Sandy Smith,Electronic,287,3
Usually if each hit.,Joshua Hill,Electronic,165,26
Glass career speech somebody.,Dr. Sarah Larsen,Hip-Hop,148,40
Final already spring.,Amy Rivera,Blues,192,19
Instead goal.,Samantha Prince,Reggae,248,19
Property anyone week.,Sharon Burton,Jazz,269,50
Put late those.,Lori Montoya,Blues,181,7
Base college east local.,James Manning,Pop,148,52
The consumer feeling.,Mr. Patrick Harrington,R&B,281,91
Matter matter.,Gary Boyle,Country,209,71
Heart.,Shawn Kaufman,Blues,185,25
Around reflect difference.,Melissa Olson,Country,146,80
Its name customer.,Lauren Solomon,Classical,196,67
Set ask lay.,Kyle Sanchez II,Hip-Hop,250,99
Doctor current collection.,Isabella Rice,Electronic,131,77
Dream exist.,Olivia Lopez,Hip-Hop,211,22
Natural man.,Megan Perez,Rock,240,22
Front back.,James Martinez,R&B,143,58
Lawyer line.,Jeremiah Hicks,Electronic,244,83
Themselves popular create.,Alex Sims,Country,200,81
Bag station.,Brian Gonzalez,Rock,147,78
Have already indeed.,Willie Weber,Reggae,164,76
Positive dream teacher.,Eric Harris DVM,Country,240,54
Notice both when.,James Jones,Country,175,87
Moment realize.,Amy Fields,Blues,257,22
Six anyone both.,John Gaines,Rock,156,64
Physical best continue.,David Tate,Classical,202,26
Section manager.,Sabrina Martin,Jazz,281,99
Recognize wait simply.,Matthew Dawson,Classical,156,57
My successful.,Brenda Romero,Jazz,268,96
Environmental research agency.,Michael Marshall,Classical,203,66
Rather recently year.,Richard Watson,Classical,208,93
Democratic want address also.,Kimberly Johnson,Reggae,230,20
Interesting want.,Henry Gonzalez,Classical,156,87
Scene why pattern.,Mrs. Vanessa Johnson,Classical,231,64
Question understand.,Mitchell Green,Pop,180,81
Themselves relationship.,Michael Johnson,Reggae,157,83
Program soldier your current.,Jill Greene,Electronic,156,74
View doctor present.,Alexandra Brown,Rock,181,27
Anything because bed.,Robert Montoya,Classical,186,53
Heart player know.,John Nash,Classical,142,15
Week standard respond.,John Weber,Country,256,51
None until.,Joshua Booth,Country,298,84
Professor sense.,Thomas Tyler,Rock,126,3
Team.,Steven Webb,Classical,271,31
Hit cover bill office.,John Morrison,Pop,249,10
Away spring.,Erin Gonzales,Jazz,153,3
Star miss step.,Andrew Robinson,Pop,291,32
Little.,Jacob Smith,Reggae,261,61
Best should.,Seth Brown,Hip-Hop,149,83
Vote issue impact.,Mike Phillips,Blues,297,7
Probably.,April Whitehead,Electronic,184,98
Culture wait.,Kari Miller,Electronic,243,37
None in.,Brian Neal,Electronic,165,26
Wind defense.,Nicole Hughes,Blues,253,8
Structure analysis.,Nicole Hill,Hip-Hop,267,36
Resource national natural.,Francisco Coleman,Blues,170,38
Politics above.,Joshua Lopez,Electronic,184,58
Technology imagine paper.,Debra Perez,Jazz,253,68
Admit from book.,Larry Jones,Jazz,138,79
Have.,Amy Perez,Hip-Hop,233,43
Treatment billion.,Belinda Jenkins,Electronic,163,100
We.,Anna Austin,Electronic,139,21
Experience full feel.,Sean Faulkner,Hip-Hop,121,69
Rich.,William Nunez,Electronic,121,43
Five these.,Douglas Serrano,Rock,215,5
Matter tonight.,Richard Kline,Classical,223,93
Authority able.,Dean Smith,Rock,209,9
Score hospital.,Connie Kennedy,Jazz,193,44
Property idea.,Stephanie Smith,Reggae,256,81
Help likely step.,Jennifer Ramirez,Blues,132,65
Begin mention.,Stacy Cantu,Jazz,298,94
Bar still.,Robin Webster,Country,191,2
Million employee.,Carol Chavez,Jazz,282,50
True sound.,Melissa Parrish,Blues,219,52
Realize than pull.,Roy Blackwell,Pop,259,6
Here everyone.,Erik French,Rock,176,19
Popular condition need.,Anna Wright,Electronic,209,56
Report.,John Alvarado,Hip-Hop,249,73
Reality measure.,Kathryn Ramos,Hip-Hop,215,93
Somebody their.,Stephanie Gilbert,Classical,245,91
Son which.,Mark Hernandez,Classical,255,42
Little seat.,Adrian Peterson,Blues,168,55
Wait good firm.,Paul Rivera,Rock,281,25
Field lead.,Dustin Cox,Jazz,145,49
Hundred administration.,Haley Hawkins,Country,293,27
Both treatment effort.,Michael Robertson,Country,155,55
Stay money apply.,Brian Howell,Pop,227,0
Consumer will have.,Alexa Williams,Jazz,190,98
Middle fill consider.,Peter Williams,Country,266,85
Describe support time.,Julie Walsh,R&B,137,56
Across perform ready.,Ashley Mcguire,Classical,144,19
Nor.,Michael Patton,Pop,239,62
Law which.,Ashley Clark,Hip-Hop,283,48
Hit as draw.,Amanda Hooper,Country,166,97
Maintain debate compare.,Joseph Mejia,Classical,291,33
Position trial fear.,John Hobbs,Reggae,273,86
Total like good.,Kara Charles,Hip-Hop,162,31
Letter take sea.,Jeffery Garcia,Blues,235,51
Peace PM fast.,Patrick Raymond,Electronic,239,100
Red really training them.,Steven Sanchez,Classical,192,66
Fly reality.,Veronica Bailey,Blues,188,74
Win manage.,Robert Booker,Blues,147,59
South plan.,April Miller,Hip-Hop,230,69
Congress mention.,Jamie Lee,Jazz,290,16
Good indeed.,Timothy Cox,Reggae,129,78
Until catch brother.,Matthew Mejia,Blues,299,45
Will too natural.,Jennifer Randolph,Hip-Hop,169,89
Recently that go.,Mrs. Rebecca Baker,R&B,133,6
Defense financial party.,Brittany Kim,Blues,209,97
This over.,Joseph Barker,Classical,220,37
Report degree.,Olivia Pitts,Reggae,160,6
Three table floor.,Mrs. April Burgess,Blues,217,19
Recognize method dark.,Heidi Kelly,Jazz,288,31
Forget evening respond.,Brandy Singleton,Blues,226,95
Blue old account.,Robert Shelton,Rock,211,97
Next.,Melvin Bird,Jazz,250,28
Yes lay nation.,Lawrence Mata,R&B,155,38
Radio.,Debbie Martin,Reggae,288,53
Stock key trial.,Daniel Oliver DVM,Hip-Hop,280,11
Good than suddenly.,Christina Lynch,Pop,196,88
Degree answer capital soldier.,Amber Rivera,R&B,207,43
Finish eye soldier.,Kenneth Rivera,Rock,188,78
Message rule.,Catherine Castillo,Blues,221,77
Rest eat treat.,Jessica Williams,Classical,239,60
Available.,Teresa Coleman,Electronic,213,31
Himself analysis cup.,Megan Bridges,Hip-Hop,260,89
Card bit TV.,Kelly West,Blues,207,58
Task how finish yard.,Terry Yoder,Pop,121,23
Available.,Terry Esparza,Blues,186,14
While begin record.,Lawrence Christensen,Classical,273,33
Eight provide office minute.,Vanessa Bray,Pop,297,8
Issue scene morning.,Curtis Lopez,Rock,130,87
Might build season.,Mary Morgan,R&B,268,35
Former partner.,Kevin Vargas,Classical,253,92
Establish interview.,Donna Herring,Blues,222,59
Writer act plan.,Justin Jones,Pop,154,86
Election society.,Mary Hernandez,Classical,171,65
Us likely.,Holly Reynolds,Rock,158,79
Ask writer would.,Christina Robbins,R&B,241,95
Happen media food.,Yvette Davila,Pop,250,23
Hotel.,Elizabeth Chavez,Jazz,221,93
Parent already.,Miranda Ford,Rock,152,0
Hold large clearly.,Cassandra Gross,Pop,246,95
Weight help couple.,Anne Ritter,Blues,212,91
Job service expect.,Rita Hopkins,Reggae,288,45
Run dog last.,Laura Smith,Country,293,99
Alone ago.,Keith Gray,Jazz,229,43
Result ball street.,Joanna Ball,Reggae,275,55
Question wait option.,Taylor Peterson,Jazz,271,78
Investment western.,Christopher Ellis,Rock,261,14
Baby special language all.,Jennifer Olson,Pop,171,72
Color take too civil.,Lauren Johnson,Electronic,289,33
Play paper teach.,Larry Knight,Jazz,181,1
Finish.,Stephen Sullivan,Pop,145,38
Assume heart.,Lindsay Webb MD,Classical,224,8
Indicate wish.,Christine Lewis,Jazz,217,59
Through draw.,Tiffany Miller,Reggae,191,56
Almost buy develop.,Timothy Beasley,Blues,152,99
Pm.,Rita Perkins,Hip-Hop,279,81
Term goal its offer.,Heather Rodgers,Pop,287,59
Health similar.,Matthew Davis,Classical,275,14
Including hundred appear.,Ryan Allen,Classical,249,71
Cultural research.,Darren Taylor,Rock,197,6
Claim least do picture.,Kevin Ford,Jazz,195,72
Example teacher.,Karen Joseph,Blues,157,21
I answer individual.,Troy Ramos,Hip-Hop,289,36
Four table.,Jeffrey Berry,Country,221,50
With class national.,Ann Bush,Blues,221,6
Reduce plan.,Danny Welch,R&B,194,93
Foot certainly fund.,Maureen Oconnor,Pop,135,34
Change mother.,Eugene Robertson,Country,207,93
Information.,Tiffany Acevedo,Jazz,265,66
Night sound.,Courtney Scott,Electronic,199,23
Community news yet.,Shelly Peterson,Pop,291,41
Allow.,Todd Perez,Electronic,164,32
First personal.,Nathan Lee,Blues,166,9
Rock despite.,Brittany Greene,Country,206,42
Western idea.,Brianna Fuentes,Reggae,134,1
Carry push.,Jared Schwartz,Rock,267,59
Exist nor blood push.,John Brown,Electronic,277,60
Throw age example.,Emily Morgan,Rock,210,36
Practice.,Deborah Powell,R&B,176,43
Live against student.,Charlotte Mann,R&B,296,19
Open a.,Anthony Thornton,Reggae,231,81
Attorney common.,Matthew Keller,Jazz,184,63
Total game.,William Fisher,Rock,241,95
Item if care kitchen.,Terry Cervantes,Pop,283,68
Form significant.,Steven Long,Jazz,169,81
Mrs material.,Latoya Gonzalez MD,Rock,149,94
Must cover another.,Ashley Johnson,Hip-Hop,158,74
Job.,Elizabeth Miller,Blues,154,58
Reality game official.,Christopher Shaw,Pop,277,42
Sound model.,Randy Miller,Country,143,90
Start resource.,Terry Hobbs,Country,171,3
City from account economy.,Mark Ramos,Jazz,288,82
Chair science.,Gary Williams,Country,244,5
Very coach.,Jamie Hill,Rock,246,74
Leader teach young.,Sean Shaffer,Pop,129,17
Writer.,Scott Reed,Jazz,258,10
Start beautiful activity.,Joe Simmons,R&B,150,77
Executive alone.,Amy Bowen,Rock,294,66
Weight floor within compare.,John Velazquez,Blues,240,17
Lead.,Kelly Sims,R&B,287,71
Peace.,Dawn Warner,Electronic,210,61
Former reality.,Rachel Murray,R&B,299,16
Stage area.,Wayne Cobb,Hip-Hop,121,10
Yeah name.,Brandon Waller,Pop,158,25
Author work.,Pamela Torres,R&B,174,33
Our ago light.,Haley Lynch,Blues,215,87
Conference threat TV.,Cheryl Smith,Reggae,190,31
Anything believe nation thousand.,Adam Moore,Blues,137,19
Listen surface.,Patricia Hayes,Country,165,28
Kind return by.,Mark Glover,Rock,297,72
For worker ago.,Cynthia Hester,R&B,282,6
Far image.,Marcia Gibson,Country,220,94
Pretty gas us.,Kaitlyn Richmond,Jazz,220,82
Hotel sing but.,Jay Butler,Reggae,274,16
According national.,David Wilson,Country,243,76
Even off.,Michelle Austin,Pop,227,90
Team.,Donald Walker,R&B,232,57
Town yeah.,Nicole Hall,Reggae,165,3
Degree from room central.,Bobby Ford,Jazz,286,79
Course reason difficult.,Christine Joseph,Rock,280,36
Performance still.,Carolyn Hodges,Hip-Hop,208,50
Usually section.,Dennis Hooper,Blues,126,27
Compare.,Michael Vaughn,Classical,219,89
Although idea.,Kristen Soto,Country,171,5
Edge view check.,Jessica Campos,R&B,125,18
Decade power.,James Parrish,Pop,126,17
Bank even.,Eric Martin,Hip-Hop,135,0
Care growth go.,Steven Farley,Jazz,137,33
Mother language million.,James Johnson,Blues,198,70
Pay fly require.,Jeanette Scott,Electronic,173,36
Sound.,Michael Baker,Rock,135,70
Scene nothing wish force.,Michele Mckenzie,Electronic,158,59
Involve evening.,Jack Morris,Blues,167,16
Dinner prepare.,Glenda Williams,Rock,295,37
When professor.,Alexander Mckenzie,Classical,121,67
Truth both.,Rebecca Martin,Classical,162,71
Walk choice raise.,Elizabeth Garrison,Classical,152,75
Show career into explain.,Emily Stewart,R&B,188,83
Business detail election.,Susan Lopez MD,Blues,195,18
Ready administration.,Tanya Reed,Hip-Hop,160,67
Add economy.,Carla Larsen,Rock,128,11
Put couple.,Summer Rodriguez,R&B,263,97
Special off.,Stephanie Hunter,Rock,290,54
State stay close positive.,James Harrison,Country,239,64
More authority economic economic.,Carl Hernandez,Pop,120,0
Civil from decade statement.,Sarah Schwartz,Blues,287,76
Place game.,Cassie Wallace,Reggae,251,74
Draw generation phone.,Sabrina Johnston,Hip-Hop,165,22
Part artist we.,Joshua Molina,Hip-Hop,157,26
So data former.,Stephanie Yu,Jazz,207,57
Real reveal.,Wayne Spears,Reggae,136,87
Close floor up.,Brian Davis,Rock,142,65
Perform one.,Christine Joseph,R&B,180,53
Walk until among.,Emily Maddox,Country,160,30
Only certain manager.,Timothy Jordan,Rock,140,94
Lose report night group.,Joshua Fowler,Classical,125,3
Message new.,John Phillips,Classical,264,18
Surface difficult politics under.,Erin Davis,Reggae,127,35
Commercial meet.,Sarah Hooper,Hip-Hop,271,97
City.,Sharon Higgins,Blues,157,4
And into he wrong.,Allison Chavez,Jazz,180,0
Grow baby brother.,Erica Mcconnell,Reggae,276,43
Need if figure.,Julie Shaw,Electronic,135,72
Conference food visit.,Gerald Davis,Electronic,259,13
Nor design represent effort.,Janice Green,Hip-Hop,213,89
Truth skill third.,Suzanne Reed,Country,272,94
Have.,Justin Rogers,Reggae,215,76
Less return.,Brian Gibson,Electronic,248,40
Find foot relate.,Robert Benitez,R&B,148,54
Former become effort.,Valerie Liu,Hip-Hop,177,77
Those together.,John Reese,Reggae,271,82
Local week.,Kristine Gibbs,Jazz,210,39
Choose player.,Gregory Williams,Hip-Hop,219,35
Rich baby scientist.,Jeffery King,Pop,184,89
Though concern able simple.,James Schroeder,Jazz,155,87
Own head occur.,David Gutierrez,Pop,244,27
Help pretty memory.,Stephanie West,Classical,252,54
Yet condition.,Brett Reid,Jazz,287,78
Work animal figure may.,Christopher Marsh,Reggae,142,7
Future car.,Diane Wong,Pop,268,60
Wife move cause.,Austin Jones,Electronic,177,25
Other yeah nearly.,Sarah Williams,Country,149,82
Little play after.,Nicholas Nelson,Classical,194,46
Too still little.,Cameron Gonzalez,Country,170,31
Page movement recently.,Todd Wilkerson,Rock,221,6
Size under key.,Kevin Clarke,Rock,161,2
Fast.,Heather Smith,Rock,250,53
Process first work of.,Rhonda Lawrence,Pop,210,97
Seem blood two.,Rhonda Dominguez,R&B,257,99
Explain hand reduce factor.,Morgan Austin,R&B,195,50
Certainly chance agreement.,Belinda Wolf,Electronic,216,54
Space.,Kristina Solomon,Hip-Hop,300,56
Piece according else.,Patricia Hicks,Hip-Hop,206,57
Foot each return.,Cindy Combs,Hip-Hop,133,63
Beat whose.,Vicki Morris,Pop,276,84
Land key.,Veronica Ewing,Jazz,122,33
Central official.,Melissa Gardner,Country,187,7
Environment memory.,Heidi Gray,Pop,240,29
Government early.,Miguel Scott,Blues,203,8
Forget story.,Dawn Daugherty,Electronic,219,26
Buy.,Jennifer Wagner,Electronic,146,73
Pay sport.,Michele Glover,Hip-Hop,287,19
Size some.,Emily Duarte,Classical,144,4
Lawyer take.,Patricia Baker,Country,269,14
Nothing common.,Sheila Thomas,Pop,272,63
Million represent work.,Charlene Morrison,Pop,214,43
Some only.,Andrea Meadows,Electronic,130,61
Expect development.,Lisa Lowe,Country,173,17
Tend share.,Billy Jones,Blues,147,31
Condition generation opportunity mouth.,Nicholas Flores,Blues,151,36
Quite daughter.,Jimmy Coleman,Hip-Hop,129,19
Participant doctor report.,Donna Zimmerman,Electronic,243,69
Mention spring.,Aaron Morales,Classical,238,5
Walk daughter.,Megan Peterson,Reggae,171,42
But newspaper only.,Sarah French,Country,248,87
